epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
1200                ,0.00191             ,0.00073             ,0.13625             ,0.13589             ,2461                ,1889                ,0.47352             
1250                ,0.00218             ,0.0009              ,0.13623             ,0.13588             ,2461                ,1887                ,0.47347             
1300                ,0.0026              ,0.00115             ,0.13621             ,0.13586             ,2461                ,1873                ,0.47341             
1350                ,0.00311             ,0.00146             ,0.13617             ,0.13584             ,2461                ,1857                ,0.47337             
1400                ,0.00385             ,0.00194             ,0.13612             ,0.13581             ,2461                ,1833                ,0.47333             
1450                ,0.00488             ,0.00268             ,0.13605             ,0.13576             ,2461                ,1801                ,0.47329             
1500                ,0.00627             ,0.00376             ,0.13596             ,0.13568             ,2461                ,1761                ,0.47324             
1550                ,0.00694             ,0.00427             ,0.13591             ,0.13565             ,2461                ,1727                ,0.4732              
1600                ,0.00714             ,0.0044              ,0.1359              ,0.13564             ,2461                ,1727                ,0.47318             
1650                ,0.00726             ,0.00448             ,0.13589             ,0.13564             ,2461                ,1727                ,0.47317             
1700                ,0.00733             ,0.00452             ,0.13588             ,0.13563             ,2461                ,1727                ,0.47317             
1750                ,0.00737             ,0.00455             ,0.13588             ,0.13563             ,2461                ,1727                ,0.47317             
1800                ,0.00741             ,0.00458             ,0.13588             ,0.13563             ,2461                ,1727                ,0.47318             
1850                ,0.00744             ,0.0046              ,0.13588             ,0.13563             ,2461                ,1727                ,0.47319             
1900                ,0.00746             ,0.00462             ,0.13587             ,0.13563             ,2461                ,1727                ,0.47319             
1950                ,0.00749             ,0.00464             ,0.13587             ,0.13562             ,2461                ,1727                ,0.4732              
2000                ,0.00751             ,0.00466             ,0.13587             ,0.13562             ,2461                ,1727                ,0.47321             
2050                ,0.00753             ,0.00467             ,0.13587             ,0.13562             ,2461                ,1727                ,0.47322             
2100                ,0.00755             ,0.00468             ,0.13587             ,0.13562             ,2461                ,1727                ,0.47323             
2150                ,0.00756             ,0.0047              ,0.13587             ,0.13562             ,2461                ,1727                ,0.47324             
2200                ,0.00758             ,0.00471             ,0.13587             ,0.13562             ,2461                ,1727                ,0.47326             
2250                ,0.00759             ,0.00472             ,0.13586             ,0.13562             ,2461                ,1727                ,0.47327             
2300                ,0.00761             ,0.00474             ,0.13586             ,0.13562             ,2461                ,1727                ,0.47328             
2350                ,0.00762             ,0.00474             ,0.13586             ,0.13562             ,2461                ,1727                ,0.4733              
2400                ,0.00763             ,0.00476             ,0.13586             ,0.13562             ,2461                ,1727                ,0.47331             
2450                ,0.00765             ,0.00477             ,0.13586             ,0.13562             ,2461                ,1727                ,0.47333             
2500                ,0.00766             ,0.00478             ,0.13586             ,0.13561             ,2461                ,1727                ,0.47334             
2550                ,0.00767             ,0.00478             ,0.13586             ,0.13561             ,2461                ,1727                ,0.47336             
2600                ,0.00768             ,0.00479             ,0.13586             ,0.13561             ,2461                ,1727                ,0.47338             
2650                ,0.00769             ,0.0048              ,0.13586             ,0.13561             ,2461                ,1727                ,0.47339             
2700                ,0.00769             ,0.0048              ,0.13586             ,0.13561             ,2461                ,1727                ,0.47341             
2750                ,0.0077              ,0.00481             ,0.13586             ,0.13561             ,2460                ,1727                ,0.47343             
2800                ,0.00771             ,0.00482             ,0.13586             ,0.13561             ,2461                ,1727                ,0.47344             
2850                ,0.00772             ,0.00483             ,0.13586             ,0.13561             ,2461                ,1727                ,0.47346             
2900                ,0.00773             ,0.00483             ,0.13586             ,0.13561             ,2461                ,1727                ,0.47348             
2950                ,0.00773             ,0.00485             ,0.13586             ,0.13561             ,2461                ,1727                ,0.4735              
3000                ,0.00774             ,0.00485             ,0.13585             ,0.13561             ,2461                ,1727                ,0.47352             
3050                ,0.00775             ,0.00485             ,0.13585             ,0.13561             ,2461                ,1727                ,0.47354             
3100                ,0.00775             ,0.00486             ,0.13585             ,0.13561             ,2461                ,1727                ,0.47356             
3150                ,0.00776             ,0.00486             ,0.13585             ,0.13561             ,2461                ,1727                ,0.47358             
3200                ,0.00777             ,0.00487             ,0.13585             ,0.13561             ,2461                ,1727                ,0.4736              
3250                ,0.00777             ,0.00487             ,0.13585             ,0.13561             ,2461                ,1727                ,0.47362             
3300                ,0.0079              ,0.005               ,0.13584             ,0.1356              ,2461                ,1738                ,0.47364             
3350                ,0.00801             ,0.00505             ,0.13584             ,0.1356              ,2460                ,1743                ,0.47369             
3400                ,0.00804             ,0.00507             ,0.13583             ,0.13559             ,2460                ,1743                ,0.47375             
3450                ,0.00805             ,0.00508             ,0.13583             ,0.13559             ,2461                ,1743                ,0.4738              
3500                ,0.00805             ,0.00508             ,0.13583             ,0.13559             ,2461                ,1743                ,0.47386             
3550                ,0.00806             ,0.00509             ,0.13583             ,0.13559             ,2461                ,1743                ,0.47391             
3600                ,0.00807             ,0.0051              ,0.13583             ,0.13559             ,2461                ,1743                ,0.47397             
3650                ,0.00807             ,0.0051              ,0.13583             ,0.13559             ,2461                ,1743                ,0.47402             
3700                ,0.00808             ,0.0051              ,0.13583             ,0.13559             ,2461                ,1743                ,0.47408             
3750                ,0.00808             ,0.00511             ,0.13583             ,0.13559             ,2461                ,1743                ,0.47413             
3800                ,0.00809             ,0.00511             ,0.13583             ,0.13559             ,2461                ,1743                ,0.47418             
3850                ,0.00809             ,0.00512             ,0.13583             ,0.13559             ,2461                ,1743                ,0.47423             
3900                ,0.0081              ,0.00512             ,0.13583             ,0.13559             ,2461                ,1743                ,0.47428             
3950                ,0.0081              ,0.00512             ,0.13583             ,0.13559             ,2461                ,1743                ,0.47432             
4000                ,0.00811             ,0.00512             ,0.13583             ,0.13559             ,2460                ,1743                ,0.47437             
