epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3_0:i,GNDI3_0:j,GNDI3_0:k,GNDI3_0:alpha1,GNDI3_0:alpha2
2400                ,0.57777             ,0.58702             ,0.08862             ,0.08736             ,3932                ,3824                ,327                 ,0.19859             ,0.37894             
2450                ,0.58259             ,0.59274             ,0.08811             ,0.08675             ,3932                ,3824                ,327                 ,0.21348             ,0.39055             
2500                ,0.58666             ,0.59757             ,0.08768             ,0.08624             ,3932                ,3824                ,327                 ,0.2265              ,0.40194             
2550                ,0.59028             ,0.60187             ,0.0873              ,0.08577             ,3932                ,3824                ,327                 ,0.23938             ,0.41497             
2600                ,0.59343             ,0.60583             ,0.08696             ,0.08535             ,3932                ,3824                ,328                 ,0.25128             ,0.42801             
2650                ,0.59616             ,0.60922             ,0.08667             ,0.08498             ,3932                ,3824                ,329                 ,0.26075             ,0.44107             
2700                ,0.59867             ,0.61218             ,0.0864              ,0.08466             ,3932                ,3824                ,329                 ,0.27014             ,0.45437             
2750                ,0.60087             ,0.61482             ,0.08616             ,0.08437             ,3932                ,3824                ,329                 ,0.27898             ,0.46753             
2800                ,0.60285             ,0.61732             ,0.08595             ,0.08409             ,3932                ,3824                ,329                 ,0.28741             ,0.48078             
2850                ,0.60466             ,0.61945             ,0.08575             ,0.08386             ,3932                ,3824                ,329                 ,0.29539             ,0.49393             
2900                ,0.60634             ,0.62159             ,0.08557             ,0.08362             ,3932                ,3824                ,329                 ,0.30341             ,0.50738             
2950                ,0.60789             ,0.62343             ,0.0854              ,0.08342             ,3932                ,3824                ,329                 ,0.31139             ,0.52065             
3000                ,0.60933             ,0.62539             ,0.08524             ,0.0832              ,3932                ,3824                ,329                 ,0.31846             ,0.53325             
3050                ,0.61072             ,0.62704             ,0.08509             ,0.08302             ,3932                ,3823                ,329                 ,0.32706             ,0.54658             
3100                ,0.61209             ,0.6291              ,0.08494             ,0.08279             ,3932                ,3823                ,329                 ,0.33675             ,0.56022             
3150                ,0.61331             ,0.63071             ,0.08481             ,0.08261             ,3932                ,3823                ,329                 ,0.34414             ,0.57217             
3200                ,0.61443             ,0.63247             ,0.08469             ,0.08241             ,3932                ,3823                ,329                 ,0.35057             ,0.58307             
3250                ,0.6155              ,0.63379             ,0.08457             ,0.08226             ,3932                ,3823                ,327                 ,0.35692             ,0.59316             
3300                ,0.61663             ,0.63477             ,0.08444             ,0.08215             ,3932                ,3823                ,324                 ,0.36395             ,0.60308             
3350                ,0.61761             ,0.63642             ,0.08434             ,0.08197             ,3932                ,3823                ,323                 ,0.37295             ,0.61454             
3400                ,0.61843             ,0.63799             ,0.08425             ,0.08179             ,3932                ,3823                ,323                 ,0.37952             ,0.62353             
3450                ,0.61923             ,0.63917             ,0.08416             ,0.08166             ,3932                ,3823                ,323                 ,0.38642             ,0.63294             
3500                ,0.62002             ,0.64043             ,0.08407             ,0.08151             ,3932                ,3823                ,323                 ,0.3932              ,0.64072             
3550                ,0.62167             ,0.64211             ,0.08389             ,0.08132             ,3933                ,3823                ,316                 ,0.4019              ,0.65008             
3600                ,0.6233              ,0.64381             ,0.08371             ,0.08113             ,3935                ,3822                ,312                 ,0.40639             ,0.65673             
3650                ,0.62441             ,0.64498             ,0.08358             ,0.081               ,3937                ,3822                ,313                 ,0.41004             ,0.66151             
3700                ,0.62531             ,0.64582             ,0.08348             ,0.0809              ,3937                ,3822                ,312                 ,0.41482             ,0.66541             
3750                ,0.62639             ,0.64698             ,0.08336             ,0.08077             ,3938                ,3822                ,307                 ,0.41994             ,0.66894             
3800                ,0.62761             ,0.64772             ,0.08323             ,0.08068             ,3940                ,3822                ,303                 ,0.42264             ,0.67203             
3850                ,0.62817             ,0.64892             ,0.08316             ,0.08055             ,3940                ,3822                ,303                 ,0.42847             ,0.67513             
3900                ,0.62872             ,0.64938             ,0.0831              ,0.08049             ,3940                ,3822                ,303                 ,0.43328             ,0.67751             
3950                ,0.62917             ,0.64989             ,0.08305             ,0.08044             ,3940                ,3822                ,303                 ,0.43764             ,0.6792              
4000                ,0.62957             ,0.65046             ,0.08301             ,0.08037             ,3940                ,3822                ,303                 ,0.44189             ,0.68067             
