epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
3500                ,0.39217             ,0.47567             ,0.10633             ,0.09843             ,3207                ,3804                ,0.73282             
3550                ,0.39219             ,0.47571             ,0.10633             ,0.09843             ,3206                ,3804                ,0.73382             
3600                ,0.39222             ,0.47572             ,0.10632             ,0.09843             ,3207                ,3804                ,0.73483             
3650                ,0.39225             ,0.47574             ,0.10632             ,0.09843             ,3207                ,3804                ,0.73585             
3700                ,0.39228             ,0.47578             ,0.10632             ,0.09842             ,3206                ,3804                ,0.7369              
3750                ,0.3923              ,0.47578             ,0.10632             ,0.09842             ,3207                ,3804                ,0.73797             
3800                ,0.39233             ,0.47579             ,0.10632             ,0.09842             ,3206                ,3804                ,0.73906             
3850                ,0.39236             ,0.47582             ,0.10631             ,0.09842             ,3207                ,3804                ,0.74016             
3900                ,0.39238             ,0.47586             ,0.10631             ,0.09842             ,3206                ,3804                ,0.74127             
3950                ,0.3924              ,0.47587             ,0.10631             ,0.09842             ,3206                ,3804                ,0.74239             
4000                ,0.39241             ,0.47589             ,0.10631             ,0.09841             ,3206                ,3804                ,0.74352             
