epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3Alpha_0:i,GNDI3Alpha_0:j,GNDI3Alpha_0:k,GNDI3Alpha_0:alpha1_1,GNDI3Alpha_0:alpha1_2,GNDI3Alpha_0:alpha1_3,GNDI3Alpha_0:alpha1_4,GNDI3Alpha_0:alpha1_5,GNDI3Alpha_0:alpha1_6,GNDI3Alpha_0:alpha2_1,GNDI3Alpha_0:alpha2_2,GNDI3Alpha_0:alpha2_3,GNDI3Alpha_0:alpha2_4,GNDI3Alpha_0:alpha2_5,GNDI3Alpha_0:alpha2_6
1000                ,0.72028             ,0.68774             ,0.07213             ,0.07596             ,968                 ,383                 ,660                 ,0.07461             ,0.20171             ,-0.52763            ,0.08426             ,0.71299             ,0.52837             ,0.14221             ,0.46645             ,0.53921             ,0.42967             ,0.42699             ,0.40351             
1050                ,0.7206              ,0.68778             ,0.07209             ,0.07596             ,968                 ,383                 ,660                 ,0.06409             ,0.18885             ,-0.52388            ,0.07783             ,0.70534             ,0.51488             ,0.14169             ,0.46572             ,0.54097             ,0.42883             ,0.42557             ,0.3959              
1100                ,0.7209              ,0.68799             ,0.07205             ,0.07593             ,968                 ,383                 ,660                 ,0.05514             ,0.17582             ,-0.52127            ,0.07155             ,0.69748             ,0.5013              ,0.14123             ,0.465               ,0.54276             ,0.42788             ,0.42417             ,0.38821             
1150                ,0.72117             ,0.68812             ,0.07202             ,0.07592             ,968                 ,383                 ,659                 ,0.04762             ,0.16251             ,-0.51903            ,0.06524             ,0.68943             ,0.48768             ,0.1408              ,0.46399             ,0.54455             ,0.4269              ,0.42272             ,0.3804              
1200                ,0.72145             ,0.68832             ,0.07198             ,0.07589             ,968                 ,383                 ,659                 ,0.04132             ,0.14895             ,-0.51691            ,0.05892             ,0.68119             ,0.47402             ,0.14045             ,0.4627              ,0.54631             ,0.4259              ,0.42122             ,0.37266             
1250                ,0.7217              ,0.6885              ,0.07195             ,0.07587             ,968                 ,383                 ,659                 ,0.03608             ,0.13524             ,-0.5149             ,0.05264             ,0.67277             ,0.46034             ,0.14013             ,0.46117             ,0.54799             ,0.42484             ,0.41969             ,0.365               
1300                ,0.72194             ,0.68867             ,0.07192             ,0.07585             ,968                 ,383                 ,659                 ,0.03183             ,0.12129             ,-0.51297            ,0.04644             ,0.66421             ,0.44663             ,0.13984             ,0.45942             ,0.54961             ,0.42375             ,0.4181              ,0.35737             
1350                ,0.72218             ,0.68894             ,0.07189             ,0.07582             ,968                 ,383                 ,659                 ,0.02834             ,0.10711             ,-0.51121            ,0.04053             ,0.6555              ,0.43293             ,0.13964             ,0.4575              ,0.5511              ,0.42254             ,0.41656             ,0.3497              
1400                ,0.72242             ,0.68905             ,0.07185             ,0.0758              ,968                 ,384                 ,659                 ,0.02571             ,0.09284             ,-0.50933            ,0.03439             ,0.64656             ,0.41928             ,0.13946             ,0.45476             ,0.55267             ,0.42146             ,0.41499             ,0.34241             
1450                ,0.72266             ,0.6893              ,0.07182             ,0.07577             ,968                 ,384                 ,659                 ,0.02377             ,0.07803             ,-0.50763            ,0.02816             ,0.63739             ,0.40565             ,0.13943             ,0.45225             ,0.55406             ,0.42046             ,0.41329             ,0.3355              
1500                ,0.72289             ,0.68952             ,0.07179             ,0.07575             ,968                 ,384                 ,659                 ,0.0222              ,0.06303             ,-0.50612            ,0.02222             ,0.62807             ,0.39216             ,0.1395              ,0.44959             ,0.55549             ,0.41938             ,0.41152             ,0.32811             
1550                ,0.72308             ,0.68967             ,0.07177             ,0.07573             ,968                 ,384                 ,659                 ,0.02113             ,0.04795             ,-0.50458            ,0.01642             ,0.6186              ,0.37875             ,0.13945             ,0.44658             ,0.55696             ,0.41829             ,0.40968             ,0.32069             
1600                ,0.72321             ,0.68978             ,0.07175             ,0.07572             ,968                 ,384                 ,659                 ,0.02033             ,0.03275             ,-0.5031             ,0.0108              ,0.60901             ,0.36547             ,0.13944             ,0.4435              ,0.5584              ,0.41716             ,0.40782             ,0.31338             
1650                ,0.72348             ,0.68992             ,0.07172             ,0.0757              ,968                 ,384                 ,659                 ,0.01961             ,0.01744             ,-0.50159            ,0.00536             ,0.5993              ,0.35237             ,0.13944             ,0.44058             ,0.55978             ,0.41601             ,0.40593             ,0.30625             
1700                ,0.72366             ,0.69037             ,0.07169             ,0.07564             ,968                 ,384                 ,659                 ,0.01882             ,0.00213             ,-0.50038            ,0.00065             ,0.58956             ,0.33944             ,0.13964             ,0.43796             ,0.56073             ,0.41452             ,0.40413             ,0.29896             
1750                ,0.72386             ,0.69061             ,0.07167             ,0.07561             ,968                 ,384                 ,659                 ,0.01831             ,-0.01308            ,-0.49928            ,-0.00399            ,0.57971             ,0.32658             ,0.13978             ,0.43484             ,0.5618              ,0.41313             ,0.4022              ,0.29213             
1800                ,0.72403             ,0.69076             ,0.07165             ,0.0756              ,968                 ,384                 ,659                 ,0.01779             ,-0.02888            ,-0.4979             ,-0.00879            ,0.5696              ,0.31379             ,0.13988             ,0.43163             ,0.56304             ,0.41197             ,0.40012             ,0.28531             
1850                ,0.72423             ,0.69086             ,0.07162             ,0.07558             ,968                 ,384                 ,659                 ,0.01713             ,-0.04467            ,-0.49655            ,-0.01347            ,0.55939             ,0.30116             ,0.13994             ,0.42824             ,0.56434             ,0.41082             ,0.39789             ,0.2787              
1900                ,0.7244              ,0.69093             ,0.0716              ,0.07557             ,968                 ,384                 ,659                 ,0.01637             ,-0.06049            ,-0.49532            ,-0.01793            ,0.54911             ,0.28875             ,0.13996             ,0.42493             ,0.56562             ,0.40962             ,0.39565             ,0.27204             
1950                ,0.72453             ,0.69104             ,0.07158             ,0.07556             ,968                 ,384                 ,659                 ,0.0155              ,-0.07624            ,-0.49407            ,-0.02219            ,0.53877             ,0.27656             ,0.13999             ,0.42159             ,0.56688             ,0.40838             ,0.39337             ,0.26563             
2000                ,0.72471             ,0.69108             ,0.07156             ,0.07556             ,968                 ,384                 ,659                 ,0.01452             ,-0.09194            ,-0.49281            ,-0.02628            ,0.52838             ,0.26464             ,0.14006             ,0.41854             ,0.56805             ,0.40712             ,0.39106             ,0.25934             
2050                ,0.7247              ,0.69088             ,0.07156             ,0.07558             ,968                 ,384                 ,659                 ,0.01347             ,-0.10773            ,-0.4916             ,-0.03017            ,0.51796             ,0.25298             ,0.1402              ,0.41564             ,0.56915             ,0.40583             ,0.38871             ,0.25301             
2100                ,0.72499             ,0.69125             ,0.07152             ,0.07554             ,968                 ,384                 ,659                 ,0.01235             ,-0.1231             ,-0.4906             ,-0.03373            ,0.5075              ,0.24157             ,0.14037             ,0.41263             ,0.57023             ,0.40444             ,0.38637             ,0.24738             
2150                ,0.72514             ,0.69149             ,0.0715              ,0.07551             ,968                 ,384                 ,659                 ,0.01161             ,-0.13836            ,-0.48964            ,-0.03689            ,0.49682             ,0.23044             ,0.14012             ,0.40968             ,0.57119             ,0.40294             ,0.38422             ,0.24143             
2200                ,0.72526             ,0.69156             ,0.07149             ,0.0755              ,968                 ,384                 ,659                 ,0.01059             ,-0.15382            ,-0.48862            ,-0.03999            ,0.48636             ,0.21946             ,0.14015             ,0.40685             ,0.57224             ,0.40152             ,0.38169             ,0.23575             
2250                ,0.72531             ,0.69165             ,0.07148             ,0.07549             ,968                 ,384                 ,659                 ,0.00932             ,-0.16923            ,-0.48765            ,-0.04295            ,0.47581             ,0.2088              ,0.14019             ,0.4039              ,0.57328             ,0.40009             ,0.37914             ,0.23035             
2300                ,0.72552             ,0.69171             ,0.07145             ,0.07548             ,968                 ,384                 ,659                 ,0.00782             ,-0.1845             ,-0.48668            ,-0.04581            ,0.46527             ,0.1985              ,0.14025             ,0.40128             ,0.57424             ,0.39868             ,0.37654             ,0.22503             
2350                ,0.72564             ,0.69176             ,0.07144             ,0.07547             ,968                 ,384                 ,659                 ,0.00613             ,-0.19977            ,-0.48579            ,-0.04845            ,0.45471             ,0.18851             ,0.14017             ,0.39878             ,0.57517             ,0.39724             ,0.37394             ,0.21989             
2400                ,0.72575             ,0.69185             ,0.07142             ,0.07546             ,968                 ,384                 ,659                 ,0.00397             ,-0.21502            ,-0.4848             ,-0.05077            ,0.44413             ,0.17886             ,0.14044             ,0.39634             ,0.57591             ,0.39574             ,0.37134             ,0.21481             
2450                ,0.72586             ,0.69197             ,0.07141             ,0.07545             ,968                 ,384                 ,659                 ,0.00118             ,-0.23025            ,-0.484              ,-0.05311            ,0.43346             ,0.16949             ,0.14064             ,0.39367             ,0.57682             ,0.39436             ,0.36854             ,0.20999             
2500                ,0.72598             ,0.69201             ,0.07139             ,0.07544             ,968                 ,384                 ,659                 ,-0.00414            ,-0.24526            ,-0.48328            ,-0.05531            ,0.42282             ,0.16048             ,0.14062             ,0.39132             ,0.57767             ,0.39297             ,0.36576             ,0.20523             
2550                ,0.72611             ,0.69201             ,0.07138             ,0.07544             ,968                 ,384                 ,659                 ,-0.03838            ,-0.25987            ,-0.48241            ,-0.05743            ,0.41235             ,0.15173             ,0.14078             ,0.38888             ,0.57851             ,0.39161             ,0.36285             ,0.20042             
2600                ,0.72605             ,0.69214             ,0.07138             ,0.07543             ,968                 ,384                 ,659                 ,-0.02719            ,-0.2745             ,-0.48203            ,-0.0593             ,0.40179             ,0.14321             ,0.14092             ,0.38675             ,0.57917             ,0.39016             ,0.36002             ,0.19582             
2650                ,0.7257              ,0.69111             ,0.07143             ,0.07555             ,968                 ,377                 ,659                 ,0.02901             ,-0.28646            ,-0.47674            ,-0.06168            ,0.39195             ,0.1343              ,0.13241             ,0.38228             ,0.58242             ,0.38923             ,0.35505             ,0.19262             
2700                ,0.72583             ,0.69129             ,0.07141             ,0.07553             ,968                 ,377                 ,659                 ,0.02997             ,-0.29803            ,-0.47914            ,-0.06478            ,0.38153             ,0.12597             ,0.1327              ,0.38023             ,0.58244             ,0.38808             ,0.35174             ,0.18975             
2750                ,0.72593             ,0.6914              ,0.0714              ,0.07552             ,968                 ,377                 ,659                 ,0.02997             ,-0.31107            ,-0.47958            ,-0.06854            ,0.37084             ,0.11825             ,0.13356             ,0.37805             ,0.58251             ,0.38731             ,0.34836             ,0.18576             
2800                ,0.72604             ,0.69144             ,0.07138             ,0.07551             ,968                 ,377                 ,659                 ,0.02997             ,-0.32411            ,-0.47979            ,-0.07155            ,0.36024             ,0.11093             ,0.13445             ,0.37626             ,0.5825              ,0.38627             ,0.34505             ,0.18146             
2850                ,0.7261              ,0.69142             ,0.07138             ,0.07551             ,968                 ,377                 ,659                 ,0.02996             ,-0.33731            ,-0.47981            ,-0.0743             ,0.3496              ,0.10394             ,0.13521             ,0.37437             ,0.58272             ,0.38537             ,0.34163             ,0.17717             
2900                ,0.72621             ,0.69161             ,0.07136             ,0.07549             ,968                 ,377                 ,659                 ,0.02996             ,-0.35019            ,-0.47971            ,-0.07661            ,0.33899             ,0.09724             ,0.13596             ,0.37238             ,0.58295             ,0.38439             ,0.33821             ,0.17309             
2950                ,0.72632             ,0.69167             ,0.07135             ,0.07548             ,968                 ,377                 ,659                 ,0.02996             ,-0.36302            ,-0.4796             ,-0.07852            ,0.32844             ,0.09085             ,0.13665             ,0.37064             ,0.5832              ,0.38341             ,0.33476             ,0.16902             
3000                ,0.72638             ,0.69169             ,0.07134             ,0.07548             ,968                 ,377                 ,659                 ,0.02995             ,-0.37574            ,-0.47937            ,-0.07999            ,0.31792             ,0.08478             ,0.13738             ,0.36903             ,0.58335             ,0.38232             ,0.33135             ,0.16506             
3050                ,0.72651             ,0.69196             ,0.07132             ,0.07545             ,968                 ,377                 ,659                 ,0.02995             ,-0.38847            ,-0.47918            ,-0.0812             ,0.30714             ,0.07897             ,0.13825             ,0.36726             ,0.58355             ,0.38133             ,0.32787             ,0.16128             
3100                ,0.72659             ,0.69197             ,0.07131             ,0.07545             ,968                 ,377                 ,659                 ,0.02994             ,-0.40113            ,-0.47886            ,-0.08214            ,0.29639             ,0.07342             ,0.1389              ,0.36561             ,0.58387             ,0.38039             ,0.3242              ,0.15762             
3150                ,0.72668             ,0.69201             ,0.0713              ,0.07544             ,968                 ,377                 ,659                 ,0.02994             ,-0.41351            ,-0.47862            ,-0.08268            ,0.28571             ,0.06817             ,0.13949             ,0.36405             ,0.58417             ,0.37936             ,0.32054             ,0.15412             
3200                ,0.72677             ,0.69214             ,0.07129             ,0.07543             ,968                 ,377                 ,659                 ,0.02994             ,-0.42568            ,-0.47841            ,-0.08289            ,0.27508             ,0.0632              ,0.14005             ,0.36251             ,0.5845              ,0.37826             ,0.31689             ,0.15075             
3250                ,0.72679             ,0.692               ,0.07129             ,0.07544             ,968                 ,377                 ,659                 ,0.02993             ,-0.43783            ,-0.47808            ,-0.0829             ,0.26452             ,0.05856             ,0.14056             ,0.3612              ,0.58485             ,0.37717             ,0.31322             ,0.14731             
3300                ,0.72695             ,0.69222             ,0.07127             ,0.07542             ,968                 ,377                 ,659                 ,0.02993             ,-0.44952            ,-0.4778             ,-0.0826             ,0.25397             ,0.05419             ,0.14101             ,0.3598              ,0.58515             ,0.37596             ,0.30964             ,0.14415             
3350                ,0.72704             ,0.69228             ,0.07125             ,0.07541             ,968                 ,377                 ,660                 ,0.02992             ,-0.46115            ,-0.47723            ,-0.08229            ,0.24336             ,0.05011             ,0.14145             ,0.35853             ,0.58544             ,0.37485             ,0.30598             ,0.14101             
3400                ,0.72721             ,0.69244             ,0.07123             ,0.07539             ,968                 ,377                 ,660                 ,0.02992             ,-0.47273            ,-0.47623            ,-0.08192            ,0.23247             ,0.0463              ,0.1418              ,0.35713             ,0.58566             ,0.37382             ,0.30225             ,0.13794             
3450                ,0.72748             ,0.69265             ,0.0712              ,0.07536             ,968                 ,377                 ,660                 ,0.02991             ,-0.48398            ,-0.47394            ,-0.08147            ,0.22099             ,0.04274             ,0.14149             ,0.35518             ,0.58588             ,0.37299             ,0.29817             ,0.13494             
3500                ,0.72781             ,0.6929              ,0.07115             ,0.07533             ,968                 ,377                 ,660                 ,0.02991             ,-0.49519            ,-0.46974            ,-0.08093            ,0.20815             ,0.03942             ,0.14104             ,0.35305             ,0.58589             ,0.37239             ,0.29418             ,0.13225             
3550                ,0.72797             ,0.69274             ,0.07113             ,0.07535             ,968                 ,377                 ,660                 ,0.0299              ,-0.50631            ,-0.46678            ,-0.07991            ,0.19463             ,0.0363              ,0.14114             ,0.35098             ,0.58583             ,0.37173             ,0.29001             ,0.12979             
3600                ,0.72809             ,0.69273             ,0.07112             ,0.07535             ,968                 ,377                 ,660                 ,0.0299              ,-0.51699            ,-0.4652             ,-0.07839            ,0.18098             ,0.03337             ,0.14148             ,0.34931             ,0.58573             ,0.3709              ,0.28615             ,0.1277              
3650                ,0.72819             ,0.69297             ,0.0711              ,0.07532             ,968                 ,378                 ,660                 ,0.02989             ,-0.52732            ,-0.46475            ,-0.07723            ,0.16745             ,0.03069             ,0.14166             ,0.34747             ,0.58637             ,0.37047             ,0.28201             ,0.12576             
3700                ,0.72829             ,0.69292             ,0.07109             ,0.07533             ,968                 ,378                 ,664                 ,0.02989             ,-0.537              ,-0.47075            ,-0.07578            ,0.15438             ,0.02832             ,0.14225             ,0.34592             ,0.58794             ,0.36968             ,0.27822             ,0.12389             
3750                ,0.72832             ,0.69286             ,0.07109             ,0.07534             ,968                 ,378                 ,668                 ,0.02988             ,-0.54509            ,-0.48113            ,-0.07289            ,0.14209             ,0.02611             ,0.1425              ,0.34455             ,0.58974             ,0.36792             ,0.27444             ,0.12209             
3800                ,0.72833             ,0.69296             ,0.07109             ,0.07533             ,968                 ,378                 ,672                 ,0.02987             ,-0.55274            ,-0.49225            ,-0.06965            ,0.12989             ,0.02414             ,0.14278             ,0.34356             ,0.59161             ,0.36575             ,0.27092             ,0.12042             
3850                ,0.72832             ,0.69298             ,0.07109             ,0.07532             ,968                 ,378                 ,671                 ,0.02987             ,-0.56113            ,-0.49177            ,-0.06717            ,0.11711             ,0.02246             ,0.14295             ,0.3429              ,0.59153             ,0.36402             ,0.26747             ,0.11874             
3900                ,0.72834             ,0.69303             ,0.07108             ,0.07532             ,968                 ,378                 ,671                 ,0.02986             ,-0.56989            ,-0.49149            ,-0.06514            ,0.10407             ,0.02104             ,0.14314             ,0.34222             ,0.59178             ,0.36252             ,0.26411             ,0.1171              
3950                ,0.72836             ,0.69306             ,0.07108             ,0.07531             ,968                 ,378                 ,671                 ,0.02985             ,-0.57854            ,-0.49096            ,-0.06334            ,0.09087             ,0.01983             ,0.14331             ,0.34163             ,0.59206             ,0.36113             ,0.26081             ,0.11554             
4000                ,0.72836             ,0.69305             ,0.07108             ,0.07531             ,968                 ,378                 ,671                 ,0.02985             ,-0.58713            ,-0.49054            ,-0.0617             ,0.07748             ,0.01884             ,0.1435              ,0.34117             ,0.59235             ,0.35979             ,0.25756             ,0.11393             
