epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
850                 ,0.69319             ,0.68951             ,0.07554             ,0.07575             ,2967                ,3457                ,329                 ,248                 ,0.77384             ,0.59326             ,0.27154             
900                 ,0.72451             ,0.72346             ,0.07158             ,0.07149             ,2965                ,3456                ,325                 ,249                 ,0.78561             ,0.62514             ,0.29534             
950                 ,0.74526             ,0.74631             ,0.06884             ,0.06847             ,2964                ,3447                ,322                 ,251                 ,0.79511             ,0.65218             ,0.31489             
1000                ,0.75683             ,0.75914             ,0.06725             ,0.06672             ,2963                ,3447                ,320                 ,251                 ,0.80511             ,0.67399             ,0.33088             
1050                ,0.76426             ,0.76707             ,0.06622             ,0.06561             ,2964                ,3447                ,320                 ,250                 ,0.81337             ,0.69028             ,0.343               
1100                ,0.77066             ,0.77345             ,0.06531             ,0.0647              ,2964                ,3446                ,322                 ,248                 ,0.81972             ,0.70229             ,0.35251             
1150                ,0.77803             ,0.78044             ,0.06425             ,0.0637              ,2966                ,3447                ,329                 ,248                 ,0.82709             ,0.71215             ,0.36158             
1200                ,0.79039             ,0.79078             ,0.06244             ,0.06218             ,2973                ,3447                ,341                 ,246                 ,0.84221             ,0.7235              ,0.37407             
1250                ,0.80043             ,0.80159             ,0.06093             ,0.06055             ,2975                ,3447                ,349                 ,251                 ,0.84625             ,0.73225             ,0.38565             
1300                ,0.8051              ,0.80767             ,0.06021             ,0.05962             ,2977                ,3447                ,354                 ,260                 ,0.84838             ,0.73746             ,0.39452             
1350                ,0.80784             ,0.81062             ,0.05979             ,0.05916             ,2978                ,3447                ,354                 ,265                 ,0.84782             ,0.73923             ,0.40164             
1400                ,0.81013             ,0.81254             ,0.05943             ,0.05886             ,2979                ,3441                ,354                 ,269                 ,0.84464             ,0.73871             ,0.40776             
1450                ,0.81393             ,0.81587             ,0.05883             ,0.05833             ,2978                ,3404                ,354                 ,272                 ,0.8407              ,0.73972             ,0.41425             
1500                ,0.81561             ,0.81759             ,0.05856             ,0.05806             ,2979                ,3402                ,354                 ,277                 ,0.83777             ,0.74083             ,0.42076             
1550                ,0.81713             ,0.81894             ,0.05832             ,0.05784             ,2979                ,3402                ,354                 ,277                 ,0.83214             ,0.73956             ,0.42606             
1600                ,0.81849             ,0.82007             ,0.05811             ,0.05766             ,2979                ,3402                ,354                 ,277                 ,0.82503             ,0.73719             ,0.43089             
1650                ,0.8197              ,0.82071             ,0.05791             ,0.05756             ,2979                ,3402                ,354                 ,277                 ,0.8173              ,0.73442             ,0.43544             
1700                ,0.82074             ,0.82139             ,0.05774             ,0.05745             ,2979                ,3402                ,354                 ,277                 ,0.80978             ,0.73169             ,0.43991             
1750                ,0.82162             ,0.82195             ,0.0576              ,0.05736             ,2979                ,3402                ,354                 ,277                 ,0.802               ,0.72881             ,0.44431             
1800                ,0.82232             ,0.82218             ,0.05749             ,0.05732             ,2979                ,3402                ,354                 ,277                 ,0.79533             ,0.7265              ,0.4484              
1850                ,0.82286             ,0.82242             ,0.0574              ,0.05729             ,2979                ,3402                ,354                 ,277                 ,0.7881              ,0.72373             ,0.45218             
1900                ,0.82328             ,0.82262             ,0.05733             ,0.05725             ,2979                ,3402                ,354                 ,277                 ,0.78007             ,0.72061             ,0.45568             
1950                ,0.82365             ,0.82286             ,0.05727             ,0.05721             ,2979                ,3402                ,354                 ,277                 ,0.77242             ,0.71795             ,0.45923             
2000                ,0.82396             ,0.82309             ,0.05722             ,0.05718             ,2979                ,3402                ,354                 ,277                 ,0.76455             ,0.71522             ,0.46272             
2050                ,0.82422             ,0.82332             ,0.05718             ,0.05714             ,2979                ,3402                ,354                 ,277                 ,0.75638             ,0.71225             ,0.46607             
2100                ,0.82442             ,0.8234              ,0.05715             ,0.05713             ,2979                ,3402                ,354                 ,277                 ,0.74796             ,0.70915             ,0.46937             
2150                ,0.82459             ,0.82355             ,0.05712             ,0.0571              ,2979                ,3402                ,354                 ,277                 ,0.73989             ,0.70624             ,0.47269             
2200                ,0.82474             ,0.82359             ,0.0571              ,0.0571              ,2979                ,3402                ,354                 ,277                 ,0.7319              ,0.70335             ,0.47604             
2250                ,0.82487             ,0.82364             ,0.05707             ,0.05709             ,2979                ,3402                ,354                 ,277                 ,0.72384             ,0.7003              ,0.47934             
2300                ,0.82498             ,0.82372             ,0.05706             ,0.05707             ,2979                ,3402                ,354                 ,277                 ,0.71561             ,0.69713             ,0.48255             
2350                ,0.82505             ,0.82378             ,0.05704             ,0.05706             ,2979                ,3402                ,354                 ,277                 ,0.70749             ,0.69388             ,0.48575             
2400                ,0.82511             ,0.82378             ,0.05704             ,0.05706             ,2979                ,3402                ,354                 ,277                 ,0.69934             ,0.69054             ,0.48898             
2450                ,0.82516             ,0.82387             ,0.05703             ,0.05705             ,2979                ,3402                ,354                 ,277                 ,0.69129             ,0.68715             ,0.49228             
2500                ,0.82522             ,0.82384             ,0.05702             ,0.05706             ,2979                ,3402                ,354                 ,277                 ,0.68377             ,0.68393             ,0.49557             
2550                ,0.82528             ,0.82385             ,0.05701             ,0.05705             ,2979                ,3402                ,354                 ,277                 ,0.67665             ,0.6808              ,0.49896             
2600                ,0.82539             ,0.82403             ,0.05699             ,0.05703             ,2980                ,3402                ,354                 ,277                 ,0.67041             ,0.67794             ,0.5026              
2650                ,0.82552             ,0.82408             ,0.05697             ,0.05702             ,2980                ,3402                ,354                 ,277                 ,0.66401             ,0.67508             ,0.50626             
2700                ,0.82562             ,0.82417             ,0.05695             ,0.057               ,2980                ,3402                ,354                 ,277                 ,0.65745             ,0.672               ,0.50987             
2750                ,0.8257              ,0.82415             ,0.05694             ,0.05701             ,2980                ,3402                ,354                 ,277                 ,0.6512              ,0.66864             ,0.51345             
2800                ,0.82575             ,0.82411             ,0.05693             ,0.05701             ,2980                ,3402                ,354                 ,277                 ,0.64456             ,0.66537             ,0.51699             
2850                ,0.8258              ,0.82423             ,0.05692             ,0.05699             ,2980                ,3402                ,354                 ,277                 ,0.63792             ,0.66206             ,0.52046             
2900                ,0.82582             ,0.82425             ,0.05692             ,0.05699             ,2980                ,3402                ,354                 ,277                 ,0.63135             ,0.65868             ,0.52392             
2950                ,0.82585             ,0.82424             ,0.05691             ,0.05699             ,2980                ,3402                ,354                 ,277                 ,0.62484             ,0.65524             ,0.52735             
3000                ,0.82587             ,0.82431             ,0.05691             ,0.05698             ,2980                ,3402                ,354                 ,277                 ,0.61844             ,0.65179             ,0.53077             
3050                ,0.82589             ,0.82427             ,0.05691             ,0.05699             ,2980                ,3402                ,354                 ,277                 ,0.61215             ,0.64833             ,0.53418             
3100                ,0.8259              ,0.82422             ,0.05691             ,0.05699             ,2980                ,3402                ,354                 ,277                 ,0.60594             ,0.64485             ,0.53758             
3150                ,0.82591             ,0.82433             ,0.05691             ,0.05698             ,2980                ,3402                ,354                 ,277                 ,0.59993             ,0.64142             ,0.54097             
3200                ,0.82593             ,0.8243              ,0.0569              ,0.05698             ,2980                ,3402                ,354                 ,277                 ,0.59399             ,0.63796             ,0.54433             
3250                ,0.82595             ,0.82433             ,0.0569              ,0.05698             ,2980                ,3402                ,354                 ,277                 ,0.58809             ,0.63446             ,0.54768             
3300                ,0.82597             ,0.8243              ,0.0569              ,0.05698             ,2980                ,3402                ,354                 ,277                 ,0.58265             ,0.63091             ,0.55105             
3350                ,0.82598             ,0.82428             ,0.05689             ,0.05698             ,2980                ,3402                ,354                 ,277                 ,0.57711             ,0.62739             ,0.55436             
3400                ,0.82599             ,0.82427             ,0.05689             ,0.05699             ,2980                ,3402                ,354                 ,277                 ,0.57156             ,0.62396             ,0.55766             
3450                ,0.826               ,0.82427             ,0.05689             ,0.05699             ,2980                ,3402                ,354                 ,277                 ,0.56597             ,0.62055             ,0.56092             
3500                ,0.82601             ,0.8242              ,0.05689             ,0.057               ,2980                ,3402                ,354                 ,277                 ,0.56048             ,0.61709             ,0.56419             
3550                ,0.82604             ,0.82439             ,0.05688             ,0.05697             ,2980                ,3402                ,354                 ,277                 ,0.55498             ,0.61368             ,0.56744             
3600                ,0.82607             ,0.8243              ,0.05688             ,0.05698             ,2980                ,3402                ,354                 ,277                 ,0.5497              ,0.61035             ,0.57075             
3650                ,0.82605             ,0.8244              ,0.05688             ,0.05696             ,2980                ,3402                ,354                 ,277                 ,0.54464             ,0.60705             ,0.57403             
3700                ,0.82609             ,0.8244              ,0.05688             ,0.05696             ,2980                ,3402                ,354                 ,277                 ,0.53944             ,0.60367             ,0.57725             
3750                ,0.8261              ,0.82433             ,0.05687             ,0.05698             ,2980                ,3402                ,354                 ,277                 ,0.53431             ,0.60031             ,0.58045             
3800                ,0.82611             ,0.82433             ,0.05687             ,0.05698             ,2980                ,3402                ,354                 ,277                 ,0.52899             ,0.59688             ,0.58354             
3850                ,0.82612             ,0.8243              ,0.05687             ,0.05698             ,2980                ,3402                ,354                 ,277                 ,0.52394             ,0.59342             ,0.58665             
3900                ,0.82613             ,0.82426             ,0.05687             ,0.05699             ,2980                ,3402                ,354                 ,277                 ,0.51881             ,0.59013             ,0.58972             
3950                ,0.82612             ,0.82418             ,0.05687             ,0.057               ,2980                ,3402                ,354                 ,277                 ,0.51366             ,0.58689             ,0.59277             
4000                ,0.82613             ,0.82415             ,0.05687             ,0.05701             ,2980                ,3402                ,354                 ,277                 ,0.50857             ,0.58371             ,0.59582             
