epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3Alpha_0:i,GNDI3Alpha_0:j,GNDI3Alpha_0:k,GNDI3Alpha_0:alpha1_1,GNDI3Alpha_0:alpha1_2,GNDI3Alpha_0:alpha1_3,GNDI3Alpha_0:alpha1_4,GNDI3Alpha_0:alpha1_5,GNDI3Alpha_0:alpha1_6,GNDI3Alpha_0:alpha2_1,GNDI3Alpha_0:alpha2_2,GNDI3Alpha_0:alpha2_3,GNDI3Alpha_0:alpha2_4,GNDI3Alpha_0:alpha2_5,GNDI3Alpha_0:alpha2_6
2150                ,0.76085             ,0.76197             ,0.0667              ,0.06632             ,1081                ,3445                ,396                 ,-7e-05              ,0.32724             ,0.79168             ,0.24028             ,0.46456             ,0.47814             ,0.7444              ,0.35255             ,0.61218             ,0.42012             ,0.81036             ,0.3387              
2200                ,0.76101             ,0.76198             ,0.06667             ,0.06632             ,1081                ,3445                ,396                 ,-7e-05              ,0.32308             ,0.78731             ,0.23556             ,0.46106             ,0.46548             ,0.74507             ,0.35748             ,0.60988             ,0.41967             ,0.80693             ,0.33916             
2250                ,0.76116             ,0.76213             ,0.06665             ,0.0663              ,1081                ,3445                ,396                 ,-7e-05              ,0.31958             ,0.78281             ,0.23078             ,0.45761             ,0.45292             ,0.7461              ,0.36204             ,0.60748             ,0.4193              ,0.80323             ,0.33956             
2300                ,0.76131             ,0.76227             ,0.06663             ,0.06628             ,1081                ,3445                ,396                 ,-6e-05              ,0.31633             ,0.77821             ,0.22597             ,0.45412             ,0.4403              ,0.74703             ,0.3666              ,0.60502             ,0.41889             ,0.79942             ,0.33999             
2350                ,0.76145             ,0.76243             ,0.06661             ,0.06626             ,1081                ,3445                ,396                 ,-6e-05              ,0.31331             ,0.7735              ,0.22111             ,0.45056             ,0.42763             ,0.74793             ,0.37112             ,0.60249             ,0.41845             ,0.7955              ,0.34046             
2400                ,0.76159             ,0.76258             ,0.06659             ,0.06624             ,1081                ,3445                ,396                 ,-6e-05              ,0.31058             ,0.76865             ,0.21618             ,0.44697             ,0.41489             ,0.74881             ,0.37551             ,0.59992             ,0.418               ,0.79145             ,0.34097             
2450                ,0.76172             ,0.76268             ,0.06657             ,0.06622             ,1081                ,3445                ,396                 ,-6e-05              ,0.30836             ,0.7636              ,0.21113             ,0.44337             ,0.40202             ,0.74971             ,0.37958             ,0.5974              ,0.41758             ,0.78723             ,0.34156             
2500                ,0.76185             ,0.76279             ,0.06656             ,0.06621             ,1081                ,3445                ,396                 ,-6e-05              ,0.30619             ,0.75834             ,0.20605             ,0.43974             ,0.38908             ,0.7507              ,0.38365             ,0.59487             ,0.41706             ,0.78289             ,0.34221             
2550                ,0.76198             ,0.76289             ,0.06654             ,0.06619             ,1081                ,3445                ,396                 ,-6e-05              ,0.30395             ,0.75289             ,0.20087             ,0.43613             ,0.37607             ,0.75177             ,0.38745             ,0.59235             ,0.41659             ,0.77836             ,0.34289             
2600                ,0.76208             ,0.76301             ,0.06652             ,0.06618             ,1081                ,3445                ,396                 ,-6e-05              ,0.30223             ,0.74726             ,0.19554             ,0.43253             ,0.36301             ,0.75293             ,0.39067             ,0.58985             ,0.4163              ,0.77362             ,0.34361             
2650                ,0.76219             ,0.76312             ,0.06651             ,0.06616             ,1081                ,3445                ,396                 ,-6e-05              ,0.30072             ,0.74147             ,0.19007             ,0.42888             ,0.3499              ,0.75407             ,0.39363             ,0.58736             ,0.41608             ,0.76876             ,0.34437             
2700                ,0.76229             ,0.76321             ,0.06649             ,0.06615             ,1081                ,3445                ,396                 ,-6e-05              ,0.29932             ,0.73552             ,0.18451             ,0.42517             ,0.33677             ,0.7552              ,0.39647             ,0.58483             ,0.41587             ,0.7638              ,0.34517             
2750                ,0.76238             ,0.76331             ,0.06648             ,0.06614             ,1081                ,3445                ,396                 ,-6e-05              ,0.29795             ,0.7294              ,0.17892             ,0.42138             ,0.32366             ,0.75639             ,0.39928             ,0.58226             ,0.41558             ,0.75875             ,0.34601             
2800                ,0.76247             ,0.76339             ,0.06647             ,0.06612             ,1081                ,3445                ,396                 ,-6e-05              ,0.29706             ,0.72313             ,0.17322             ,0.41752             ,0.31057             ,0.75757             ,0.40184             ,0.57964             ,0.41536             ,0.75355             ,0.34687             
2850                ,0.76256             ,0.76351             ,0.06646             ,0.06611             ,1081                ,3445                ,396                 ,-6e-05              ,0.29603             ,0.71673             ,0.16745             ,0.4136              ,0.29752             ,0.75874             ,0.40436             ,0.57695             ,0.41516             ,0.74824             ,0.34775             
2900                ,0.76265             ,0.76361             ,0.06644             ,0.06609             ,1081                ,3445                ,396                 ,-6e-05              ,0.29481             ,0.71023             ,0.16164             ,0.40958             ,0.28449             ,0.75972             ,0.40692             ,0.57419             ,0.41492             ,0.74285             ,0.34868             
2950                ,0.76274             ,0.76371             ,0.06643             ,0.06608             ,1081                ,3445                ,396                 ,-5e-05              ,0.29368             ,0.70357             ,0.15575             ,0.40552             ,0.2715              ,0.76063             ,0.40934             ,0.57139             ,0.4147              ,0.73736             ,0.34966             
3000                ,0.76282             ,0.76379             ,0.06642             ,0.06607             ,1081                ,3445                ,396                 ,-5e-05              ,0.29237             ,0.6968              ,0.14982             ,0.40135             ,0.25854             ,0.76141             ,0.41176             ,0.56851             ,0.41446             ,0.73181             ,0.35068             
3050                ,0.7629              ,0.76389             ,0.06641             ,0.06606             ,1081                ,3445                ,396                 ,-5e-05              ,0.29095             ,0.68991             ,0.14386             ,0.39711             ,0.24564             ,0.7621              ,0.41419             ,0.56554             ,0.41421             ,0.72619             ,0.35174             
3100                ,0.76298             ,0.76397             ,0.0664              ,0.06604             ,1081                ,3445                ,396                 ,-5e-05              ,0.28964             ,0.68287             ,0.13784             ,0.39281             ,0.23281             ,0.76274             ,0.41651             ,0.56251             ,0.41398             ,0.72046             ,0.35285             
3150                ,0.76307             ,0.76407             ,0.06639             ,0.06603             ,1081                ,3445                ,396                 ,-5e-05              ,0.28842             ,0.67568             ,0.13178             ,0.38846             ,0.22005             ,0.76337             ,0.41868             ,0.55943             ,0.41376             ,0.71462             ,0.354               
3200                ,0.7632              ,0.7642              ,0.06637             ,0.06601             ,1081                ,3448                ,396                 ,-5e-05              ,0.28734             ,0.66836             ,0.12568             ,0.38403             ,0.20736             ,0.76393             ,0.42084             ,0.55626             ,0.41354             ,0.70871             ,0.35521             
3250                ,0.76328             ,0.76427             ,0.06636             ,0.066               ,1081                ,3448                ,396                 ,-4e-05              ,0.2863              ,0.66091             ,0.11954             ,0.37952             ,0.1948              ,0.7645              ,0.42291             ,0.553               ,0.41334             ,0.7027              ,0.35645             
3300                ,0.76336             ,0.76435             ,0.06634             ,0.06599             ,1081                ,3448                ,396                 ,-4e-05              ,0.28504             ,0.65333             ,0.11339             ,0.37494             ,0.18237             ,0.7651              ,0.42496             ,0.54962             ,0.41313             ,0.69662             ,0.35773             
3350                ,0.76344             ,0.76444             ,0.06633             ,0.06598             ,1081                ,3448                ,396                 ,-4e-05              ,0.28371             ,0.64561             ,0.10721             ,0.37031             ,0.17003             ,0.76564             ,0.4269              ,0.54616             ,0.41293             ,0.69043             ,0.35905             
3400                ,0.76351             ,0.76451             ,0.06632             ,0.06597             ,1081                ,3448                ,396                 ,-4e-05              ,0.28231             ,0.63775             ,0.101               ,0.36562             ,0.15781             ,0.7661              ,0.42877             ,0.54262             ,0.41273             ,0.68417             ,0.36043             
3450                ,0.76359             ,0.7646              ,0.06631             ,0.06596             ,1081                ,3448                ,396                 ,-4e-05              ,0.28075             ,0.62977             ,0.09476             ,0.36084             ,0.14571             ,0.76647             ,0.4306              ,0.53897             ,0.41255             ,0.67786             ,0.36185             
3500                ,0.76366             ,0.76468             ,0.0663              ,0.06594             ,1081                ,3448                ,396                 ,-3e-05              ,0.27937             ,0.62167             ,0.08851             ,0.35599             ,0.13376             ,0.76677             ,0.43238             ,0.53521             ,0.41238             ,0.67148             ,0.36333             
3550                ,0.76373             ,0.76474             ,0.06629             ,0.06594             ,1081                ,3448                ,396                 ,-3e-05              ,0.27796             ,0.61344             ,0.08223             ,0.35106             ,0.12201             ,0.76706             ,0.43411             ,0.53132             ,0.41221             ,0.66504             ,0.36484             
3600                ,0.76381             ,0.76478             ,0.06628             ,0.06593             ,1081                ,3448                ,396                 ,-3e-05              ,0.27649             ,0.60508             ,0.07592             ,0.34606             ,0.11038             ,0.76724             ,0.43577             ,0.52731             ,0.41206             ,0.65853             ,0.36641             
3650                ,0.76388             ,0.76486             ,0.06627             ,0.06592             ,1081                ,3448                ,396                 ,-3e-05              ,0.27507             ,0.59657             ,0.06961             ,0.34099             ,0.09887             ,0.76733             ,0.43729             ,0.5232              ,0.41192             ,0.65198             ,0.36808             
3700                ,0.76395             ,0.76492             ,0.06626             ,0.06591             ,1081                ,3448                ,396                 ,-3e-05              ,0.27362             ,0.58794             ,0.06324             ,0.33583             ,0.08755             ,0.7674              ,0.43874             ,0.51894             ,0.41185             ,0.64541             ,0.36979             
3750                ,0.76402             ,0.76499             ,0.06625             ,0.0659              ,1081                ,3448                ,396                 ,-1e-05              ,0.2721              ,0.57915             ,0.05689             ,0.33064             ,0.07645             ,0.76753             ,0.43999             ,0.51456             ,0.4118              ,0.63872             ,0.37159             
3800                ,0.76418             ,0.76502             ,0.06623             ,0.0659              ,1081                ,3448                ,396                 ,-0.00029            ,0.27353             ,0.5702              ,0.05031             ,0.32539             ,0.0663              ,0.76812             ,0.44056             ,0.50997             ,0.41217             ,0.63179             ,0.37326             
3850                ,0.76435             ,0.76523             ,0.06621             ,0.06587             ,1081                ,3448                ,396                 ,0.00022             ,0.27352             ,0.56098             ,0.04407             ,0.32029             ,0.05586             ,0.76895             ,0.4412              ,0.50533             ,0.41228             ,0.62446             ,0.37517             
3900                ,0.76447             ,0.76533             ,0.06619             ,0.06585             ,1083                ,3448                ,396                 ,0.00083             ,0.27167             ,0.55171             ,0.03773             ,0.31496             ,0.04578             ,0.76935             ,0.44208             ,0.50039             ,0.41235             ,0.6174              ,0.37703             
3950                ,0.76461             ,0.76556             ,0.06617             ,0.06582             ,1088                ,3448                ,396                 ,0.00145             ,0.26792             ,0.54222             ,0.03138             ,0.30965             ,0.03586             ,0.76957             ,0.44305             ,0.49519             ,0.41246             ,0.61027             ,0.37888             
4000                ,0.76475             ,0.76564             ,0.06615             ,0.06581             ,1088                ,3448                ,396                 ,0.00203             ,0.26568             ,0.53258             ,0.02493             ,0.3042              ,0.02589             ,0.76957             ,0.44392             ,0.48984             ,0.41252             ,0.60331             ,0.38088             
